season,era,team_a,team_b,is_real,salary_similarity,salary_magnitude,roster_slot_distance,record_gap,disposition_pair,value_moving,value_gap,complete
2016-17,2017,CHA,LAL,0,0.9445343934451306,18.371765503961278,2,,1.0,0.35732301775217257,0.35732301775217257,1
2016-17,2017,CHA,MIA,0,0.883380612768389,18.438701451238334,3,,0.0,-0.030711585172606748,0.030711585172606748,1
2016-17,2017,CHA,NOP,0,0.8993258785795546,18.420812145318827,1,,0.0,-3.3650902668994003,3.3650902668994003,1
2016-17,2017,CHA,NYK,0,0.8702722289916422,18.45365153427072,0,,0.0,-2.743016893070171,2.743016893070171,1
2016-17,2017,CHA,ORL,0,0.8648920535554088,18.459852898234377,2,,1.0,-2.4678608601268266,2.4678608601268266,1
2016-17,2017,CHA,PHI,0,0.9525247846155633,18.314702326321317,11,,1.0,0.050210038894016096,0.050210038894016096,1
2016-17,2017,CHA,PHX,0,0.9313526505623112,18.314702326321317,1,,1.0,0.5689577274224301,0.5689577274224301,1
2016-17,2017,CHA,POR,0,0.803988375437354,18.53287279246101,2,,0.0,-1.5087488283509676,1.5087488283509676,1
2016-17,2017,CHA,SAC,0,0.9474170524800472,18.368718215151095,1,,0.0,-6.291506858408208,6.291506858408208,1
2016-17,2017,BKN,CHI,0,0.8430753231811465,18.33888904435041,7,,-2.0,1.8914090008474655,1.8914090008474655,1
2016-17,2017,CHI,DEN,0,0.889491478379939,18.33888904435041,5,,1.0,-1.2285190850825696,1.2285190850825696,1
2016-17,2017,CHI,DET,0,0.8457168511931352,18.50645970933469,2,,1.0,-1.184679676163658,1.184679676163658,0
2016-17,2017,CHI,LAL,0,0.967658096723251,18.371765503961278,3,,2.0,0.41541095284315366,0.41541095284315366,1
2016-17,2017,CHI,MIA,0,0.9050071742923099,18.438701451238334,4,,1.0,0.04267219053487728,0.04267219053487728,1
2016-17,2017,CHI,NOP,0,0.9213428055553501,18.420812145318827,2,,1.0,-1.8758267058686398,1.8758267058686398,1
2016-17,2017,CHI,NYK,0,0.8915778764450828,18.45365153427072,1,,1.0,-1.2537533320394103,1.2537533320394103,1
2016-17,2017,CHI,ORL,0,0.8860659857624431,18.459852898234377,1,,2.0,-0.36041458585556907,0.36041458585556907,1
2016-17,2017,CHI,PHI,0,0.9297627154931207,18.33888904435041,12,,2.0,5.0541864003280494,5.0541864003280494,1
2016-17,2017,CHI,PHX,0,0.9090965226884045,18.33888904435041,2,,2.0,2.9399916280617426,2.9399916280617426,1
2016-17,2017,CHI,POR,0,0.8236712887983606,18.53287279246101,1,,1.0,-1.4506608932599865,1.4506608932599865,1
2016-17,2017,CHI,SAC,0,0.9706113278332958,18.368718215151095,2,,1.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,CLE,0,0.6158846380560932,18.652885676665786,10,,-2.0,2.2384573375571133,2.2384573375571133,0
2016-17,2017,CLE,DEN,0,0.6497926367349034,18.652885676665786,8,,1.0,-0.22831739997091738,0.22831739997091738,1
2016-17,2017,CLE,DET,0,0.8637896775431007,18.652885676665786,5,,1.0,0.20339236374331782,0.20339236374331782,1
2016-17,2017,CLE,LAL,0,0.7549376051919845,18.652885676665786,6,,2.0,1.994184887971291,1.994184887971291,1
2016-17,2017,CLE,MIA,0,0.8071996630923197,18.652885676665786,7,,1.0,0.5703090552541539,0.5703090552541539,1
2016-17,2017,CLE,NOP,0,0.7928878174118422,18.652885676665786,5,,1.0,-1.5287783691589922,1.5287783691589922,0
2016-17,2017,CLE,NYK,0,0.8193580229891243,18.652885676665786,4,,1.0,-3.004650605729328,3.004650605729328,1
2016-17,2017,CLE,ORL,0,0.8244549479644959,18.652885676665786,2,,2.0,1.2183593492725682,1.2183593492725682,1
2016-17,2017,CLE,PHI,0,0.6792116407213288,18.652885676665786,15,,2.0,4.572744967834326,4.572744967834326,1
2016-17,2017,CLE,PHX,0,0.6641145428398441,18.652885676665786,5,,2.0,2.458550195568019,2.458550195568019,1
2016-17,2017,CLE,POR,0,0.8869090086296799,18.652885676665786,2,,1.0,0.12811304186815087,0.12811304186815087,1
2016-17,2017,CLE,SAC,0,0.7526405938571048,18.652885676665786,5,,1.0,-3.1429049078233717,3.1429049078233717,1
2016-17,2017,BKN,DAL,0,0.7583457242643921,18.44480596633906,1,,-1.0,3.919177387043235,3.919177387043235,0
2016-17,2017,DAL,DEN,0,0.8000970267446731,18.44480596633906,1,,0.0,1.212708231737822,1.212708231737822,1
2016-17,2017,DAL,DET,0,0.9402083836247893,18.50645970933469,4,,0.0,1.2565476406567333,1.2565476406567333,1
2016-17,2017,DAL,LAL,0,0.9295632162392057,18.44480596633906,3,,1.0,3.0473401648847065,3.0473401648847065,1
2016-17,2017,DAL,MIA,0,0.9939140795357304,18.44480596633906,2,,0.0,1.1914093669917871,1.1914093669917871,1
2016-17,2017,DAL,NOP,0,0.9762917419947615,18.44480596633906,4,,0.0,0.15194168032712987,0.15194168032712987,0
2016-17,2017,DAL,NYK,0,0.9911934389215794,18.45365153427072,5,,0.0,0.7740150541563594,0.7740150541563594,0
2016-17,2017,DAL,ORL,0,0.9850657073739225,18.459852898234377,7,,1.0,2.2715146261859838,2.2715146261859838,1
2016-17,2017,DAL,PHI,1,0.8363209792622075,18.44480596633906,6,,1.0,5.625900244747742,5.625900244747742,1
2016-17,2017,DAL,PHX,0,0.8177317518001284,18.44480596633906,4,,1.0,3.5117054724814345,3.5117054724814345,1
2016-17,2017,DAL,POR,0,0.9156996812664902,18.53287279246101,7,,0.0,1.1812683187815665,1.1812683187815665,1
2016-17,2017,DAL,SAC,0,0.9267348801893069,18.44480596633906,4,,0.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,DEN,0,0.9478172008085655,18.22178369354038,2,,-1.0,2.5466106185380575,2.5466106185380575,1
2016-17,2017,DEN,DET,0,0.7522579322586088,18.50645970933469,3,,0.0,-0.5294780584730661,0.5294780584730661,1
2016-17,2017,DEN,LAL,0,0.8607236310206826,18.371765503961278,2,,1.0,1.2613144657549071,1.2613144657549071,1
2016-17,2017,DEN,MIA,0,0.8049961694057179,18.438701451238334,1,,0.0,-0.2895515789792491,0.2895515789792491,1
2016-17,2017,DEN,NOP,0,0.819526574208149,18.420812145318827,3,,0.0,-1.2206250881780478,1.2206250881780478,1
2016-17,2017,DEN,NYK,0,0.7930509234099834,18.45365153427072,4,,0.0,-0.5985517143488183,0.5985517143488183,1
2016-17,2017,DEN,ORL,0,0.7881481436180136,18.459852898234377,6,,1.0,0.4854889270561844,0.4854889270561844,1
2016-17,2017,DEN,PHI,0,0.9566865433060274,18.26606317514941,7,,1.0,3.839874545617942,3.839874545617942,1
2016-17,2017,DEN,PHX,0,0.9784345844262072,18.24358504056942,3,,1.0,1.7256797733516351,1.7256797733516351,1
2016-17,2017,DEN,POR,1,0.7326485923723636,18.53287279246101,6,,0.0,-0.604757380348233,0.604757380348233,1
2016-17,2017,DEN,SAC,0,0.863350504926754,18.368718215151095,3,,0.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,DET,0,0.7130030076393942,18.50645970933469,5,,-1.0,0.16278000339253884,0.16278000339253884,1
2016-17,2017,DET,LAL,0,0.873983129017324,18.50645970933469,1,,1.0,-2.6100729831001797,2.6100729831001797,1
2016-17,2017,DET,MIA,0,0.9344863501822094,18.50645970933469,2,,0.0,-3.4121058225777983,3.4121058225777983,1
2016-17,2017,DET,NOP,0,0.9179176806871245,18.50645970933469,0,,0.0,-3.6044557033235662,3.6044557033235662,1
2016-17,2017,DET,NYK,0,0.9485619523952237,18.50645970933469,1,,0.0,-0.7374171429348529,0.7374171429348529,1
2016-17,2017,DET,ORL,0,0.9544626075059318,18.50645970933469,3,,1.0,-3.385898521798902,3.385898521798902,1
2016-17,2017,DET,PHI,0,0.786315996103621,18.50645970933469,10,,1.0,0.7457956322849437,0.7457956322849437,1
2016-17,2017,DET,PHX,0,0.7688382485986661,18.50645970933469,0,,1.0,0.14303305710984926,0.14303305710984926,0
2016-17,2017,DET,POR,0,0.9739326911085279,18.53287279246101,3,,0.0,-4.47614482920332,4.47614482920332,1
2016-17,2017,DET,SAC,0,0.871323903751501,18.50645970933469,0,,0.0,-0.8756714450288968,0.8756714450288968,1
2016-17,2017,BKN,GSW,0,0.7792973436707791,18.4175526766471,3,,-2.0,3.919177387043235,3.919177387043235,0
2016-17,2017,DEN,GSW,0,0.8222021535439269,18.4175526766471,1,,-1.0,-1.8826605724266794,1.8826605724266794,1
2016-17,2017,DET,GSW,0,0.9149306274815283,18.50645970933469,2,,-1.0,-0.6278366682346732,0.6278366682346732,1
2016-17,2017,GSW,LAL,0,0.9552452423885756,18.4175526766471,1,,2.0,-0.49609708728703694,0.49609708728703694,1
2016-17,2017,GSW,MIA,0,0.9790732922991673,18.438701451238334,0,,1.0,-1.9229602314349752,1.9229602314349752,1
2016-17,2017,GSW,NOP,0,0.9967458375969398,18.420812145318827,2,,1.0,-3.051468665131253,3.051468665131253,1
2016-17,2017,GSW,NYK,0,0.9645449358064884,18.45365153427072,3,,1.0,-4.659076967158414,4.659076967158414,0
2016-17,2017,GSW,ORL,0,0.958581949975282,18.459852898234377,5,,2.0,-1.2719226259857597,1.2719226259857597,1
2016-17,2017,GSW,PHI,0,0.8594269035107758,18.4175526766471,8,,2.0,5.355873135009302,5.355873135009302,1
2016-17,2017,GSW,PHX,0,0.8403240918002697,18.4175526766471,2,,2.0,-0.03173177969030894,0.03173177969030894,1
2016-17,2017,GSW,POR,0,0.8910808482006989,18.53287279246101,5,,1.0,-2.362168933390177,2.362168933390177,1
2016-17,2017,GSW,SAC,0,0.9523387649071704,18.4175526766471,2,,1.0,-7.035585633411959,7.035585633411959,1
2016-17,2017,BKN,HOU,0,0.8601583551962126,18.318828843676318,6,,-2.0,1.6712801571733507,1.6712801571733507,1
2016-17,2017,DEN,HOU,0,0.9075150297572435,18.318828843676318,4,,-1.0,-1.4486479287566845,1.4486479287566845,1
2016-17,2017,DET,HOU,0,0.8289206322674729,18.50645970933469,1,,-1.0,-0.9746041297287786,0.9746041297287786,0
2016-17,2017,HOU,LAL,1,0.948440083963042,18.371765503961278,2,,2.0,0.8161883944991946,0.8161883944991946,0
2016-17,2017,HOU,MIA,0,0.8870334297615445,18.438701451238334,3,,1.0,-0.41798543825687884,0.41798543825687884,1
2016-17,2017,HOU,NOP,0,0.9030446299356265,18.420812145318827,1,,1.0,-2.0959555495427544,2.0959555495427544,1
2016-17,2017,HOU,NYK,0,0.8738708422516387,18.45365153427072,0,,1.0,-1.4738821757135252,1.4738821757135252,1
2016-17,2017,HOU,ORL,0,0.8684684195575691,18.459852898234377,2,,2.0,1.858055695561362,1.858055695561362,0
2016-17,2017,HOU,PHI,0,0.9486022732389843,18.318828843676318,11,,2.0,4.224053366151122,4.224053366151122,1
2016-17,2017,HOU,PHX,0,0.9275173263519159,18.318828843676318,1,,2.0,3.3150731292566644,3.3150731292566644,1
2016-17,2017,HOU,POR,0,0.8073129020996423,18.53287279246101,2,,1.0,-1.0498834516039457,1.0498834516039457,0
2016-17,2017,HOU,SAC,0,0.9513346629175901,18.368718215151095,1,,1.0,-1.612136477807569,1.612136477807569,1
2016-17,2017,BKN,IND,0,0.8271269365691769,18.357987175841817,4,,-2.0,-1.2269122577491398,1.2269122577491398,1
2016-17,2017,DEN,IND,0,0.8726650411741526,18.357987175841817,2,,-1.0,-0.9598330074442452,0.9598330074442452,1
2016-17,2017,DET,IND,0,0.8620236823586533,18.50645970933469,1,,-1.0,-0.9159935985253336,0.9159935985253336,0
2016-17,2017,IND,LAL,0,0.9863161584456241,18.371765503961278,0,,2.0,-4.271290719089736,4.271290719089736,1
2016-17,2017,IND,MIA,0,0.9224572217567149,18.438701451238334,1,,1.0,-3.328907054616137,3.328907054616137,1
2016-17,2017,IND,NOP,0,0.9391078312309763,18.420812145318827,1,,1.0,-4.994147964465245,4.994147964465245,1
2016-17,2017,IND,NYK,0,0.9087689846529774,18.45365153427072,2,,1.0,-4.372074590636015,4.372074590636015,1
2016-17,2017,IND,ORL,0,0.9031508155266271,18.459852898234377,4,,2.0,-5.047116257788458,5.047116257788458,1
2016-17,2017,IND,PHI,0,0.9121744706040067,18.357987175841817,9,,2.0,1.6115405754117975,1.6115405754117975,1
2016-17,2017,IND,PHX,0,0.891899218470408,18.357987175841817,1,,2.0,-0.5026541968545093,0.5026541968545093,1
2016-17,2017,IND,POR,0,0.8395530447588461,18.53287279246101,4,,1.0,-6.137362565192875,6.137362565192875,1
2016-17,2017,IND,SAC,0,0.989326332776129,18.368718215151095,1,,1.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,LAC,0,0.6683412633445163,18.5711464310977,5,,-2.0,1.3324544844624708,1.3324544844624708,1
2016-17,2017,DEN,LAC,0,0.705137301553893,18.5711464310977,3,,-1.0,-1.7874736014675643,1.7874736014675643,1
2016-17,2017,DET,LAC,0,0.937361071669608,18.5711464310977,0,,-1.0,-2.4950031425452783,2.4950031425452783,1
2016-17,2017,LAC,LAL,0,0.8192377624368361,18.5711464310977,1,,2.0,-1.0892925582562976,1.0892925582562976,1
2016-17,2017,LAC,MIA,0,0.8759511266674164,18.5711464310977,2,,1.0,-1.7907089111873917,1.7907089111873917,1
2016-17,2017,LAC,NOP,0,0.8604203008733642,18.5711464310977,0,,1.0,-2.4347812222536342,2.4347812222536342,1
2016-17,2017,LAC,NYK,0,0.8891450482422025,18.5711464310977,1,,1.0,-1.812707848424405,1.812707848424405,1
2016-17,2017,LAC,ORL,0,0.8946760926403287,18.5711464310977,3,,2.0,-1.8651180969550203,1.8651180969550203,1
2016-17,2017,LAC,PHI,0,0.7370620047786455,18.5711464310977,10,,2.0,4.241543012631896,4.241543012631896,1
2016-17,2017,LAC,PHX,0,0.7206790446470301,18.5711464310977,0,,2.0,2.1273482403655883,2.1273482403655883,1
2016-17,2017,LAC,POR,0,0.9624495411512534,18.5711464310977,3,,1.0,-2.955364404359438,2.955364404359438,1
2016-17,2017,LAC,SAC,0,0.8167451081918534,18.5711464310977,0,,1.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,MEM,0,0.6987584082630104,18.526640290155562,2,,-2.0,0.7468760900145606,0.7468760900145606,1
2016-17,2017,DEN,MEM,0,0.7372290855946826,18.526640290155562,0,,-1.0,-0.9375490669246689,0.9375490669246689,1
2016-17,2017,DET,MEM,0,0.9800216840269094,18.526640290155562,3,,-1.0,-2.329212586996563,2.329212586996563,0
2016-17,2017,LAL,MEM,0,0.8565224179106655,18.526640290155562,2,,-2.0,0.8970828662222159,0.8970828662222159,1
2016-17,2017,MEM,MIA,0,0.915816886605729,18.526640290155562,1,,1.0,-4.153316101579707,4.153316101579707,1
2016-17,2017,MEM,NOP,0,0.8995792312250707,18.526640290155562,3,,1.0,-19.596446128903203,19.596446128903203,1
2016-17,2017,MEM,NYK,0,0.9296112819902201,18.526640290155562,4,,1.0,-17.644763577869593,17.644763577869593,1
2016-17,2017,MEM,ORL,0,0.9353940519486783,18.526640290155562,6,,2.0,-13.930536720046968,13.930536720046968,1
2016-17,2017,MEM,PHI,0,0.7706067266787674,18.526640290155562,7,,2.0,0.7707565899191584,0.7707565899191584,1
2016-17,2017,MEM,PHX,0,0.7534781551359644,18.526640290155562,3,,2.0,-0.01382900514276919,0.01382900514276919,1
2016-17,2017,MEM,POR,0,0.9937868793949927,18.53287279246101,6,,1.0,-0.9689889798809243,0.9689889798809243,1
2016-17,2017,MEM,SAC,0,0.8539163194874468,18.526640290155562,3,,1.0,-15.940325760139343,15.940325760139343,0
2016-17,2017,BKN,MIA,0,0.7629892159477454,18.438701451238334,3,,-1.0,1.525313223103482,1.525313223103482,1
2016-17,2017,LAL,MIA,0,0.9352551044184988,18.438701451238334,1,,-1.0,1.3363006114545681,1.3363006114545681,1
2016-17,2017,MIA,NOP,0,0.9822697576140581,18.438701451238334,2,,0.0,-2.241922483612623,2.241922483612623,1
2016-17,2017,MIA,NYK,0,0.9851611144875968,18.45365153427072,3,,0.0,-1.5709251018623651,1.5709251018623651,0
2016-17,2017,MIA,ORL,0,0.9790706758267654,18.459852898234377,5,,1.0,-1.154547890649909,1.154547890649909,1
2016-17,2017,MIA,PHI,0,0.8414419279107741,18.438701451238334,8,,1.0,1.5699205352988785,1.5699205352988785,1
2016-17,2017,MIA,PHX,0,0.8227388751571978,18.438701451238334,2,,1.0,-0.5057105273083708,0.5057105273083708,1
2016-17,2017,MIA,POR,0,0.9101268058371452,18.53287279246101,5,,0.0,-0.529771234648572,0.529771234648572,1
2016-17,2017,MIA,SAC,0,0.9324094499417861,18.438701451238334,2,,0.0,-1.709179403956409,1.709179403956409,1
2016-17,2017,BKN,MIL,0,0.7312309944179667,18.48121594059402,5,,-1.0,-1.0510979183958433,1.0510979183958433,1
2016-17,2017,DEN,MIL,0,0.7714894747575449,18.48121594059402,3,,0.0,-2.118064406104751,2.118064406104751,1
2016-17,2017,DET,MIL,0,0.9750721907061922,18.50645970933469,0,,0.0,-4.127186595406966,4.127186595406966,0
2016-17,2017,LAL,MIL,0,0.8963265872492427,18.48121594059402,1,,-1.0,-2.3363940711789937,2.3363940711789937,0
2016-17,2017,MIA,MIL,0,0.9583765787694256,18.48121594059402,2,,0.0,-3.7195771287681927,3.7195771287681927,1
2016-17,2017,MIL,NOP,0,0.9413843297308339,18.48121594059402,0,,0.0,-4.818333625111949,4.818333625111949,1
2016-17,2017,MIL,NYK,0,0.9728120250339941,18.48121594059402,1,,0.0,-4.196260251282719,4.196260251282719,1
2016-17,2017,MIL,ORL,0,0.9788635309296084,18.48121594059402,3,,1.0,-6.029533317095668,6.029533317095668,1
2016-17,2017,MIL,PHI,0,0.8064182361042773,18.48121594059402,10,,1.0,3.35821449891097,3.35821449891097,0
2016-17,2017,MIL,PHX,0,0.7884936683937607,18.48121594059402,0,,1.0,1.2440197266446633,1.2440197266446633,0
2016-17,2017,MIL,POR,0,0.9496546827195694,18.53287279246101,3,,0.0,-4.202465917282134,4.202465917282134,0
2016-17,2017,MIL,SAC,0,0.893599378647491,18.48121594059402,0,,0.0,-0.3660011544357765,0.3660011544357765,0
2016-17,2017,BKN,MIN,0,0.9550983795770516,18.214131000705525,6,,-1.0,0.1493606508911407,0.1493606508911407,1
2016-17,2017,DEN,MIN,0,0.9923765143736183,18.22178369354038,4,,0.0,-2.9705674350388946,2.9705674350388946,1
2016-17,2017,DET,MIN,0,0.7465231047247037,18.50645970933469,1,,0.0,-2.926728026119983,2.926728026119983,1
2016-17,2017,LAL,MIN,0,0.8541619167913094,18.371765503961278,2,,-1.0,-1.1359355018920096,1.1359355018920096,1
2016-17,2017,MIA,MIN,0,0.7988592926789612,18.438701451238334,3,,0.0,-4.803470502988791,4.803470502988791,1
2016-17,2017,MIN,NOP,0,0.8132789251492354,18.420812145318827,1,,0.0,-3.6178750558249644,3.6178750558249644,1
2016-17,2017,MIN,NYK,0,0.7870051110943787,18.45365153427072,0,,0.0,-2.995801681995735,2.995801681995735,1
2016-17,2017,MIN,ORL,0,0.7821397075736822,18.459852898234377,2,,1.0,-1.9117610405907324,1.9117610405907324,1
2016-17,2017,MIN,PHI,0,0.9493932571941811,18.26606317514941,11,,1.0,1.4426245779710252,1.4426245779710252,1
2016-17,2017,MIN,PHX,0,0.9709755024354793,18.24358504056942,1,,1.0,-0.6715701942952816,0.6715701942952816,1
2016-17,2017,MIN,POR,0,0.7270632563592241,18.53287279246101,2,,0.0,-3.00200734799515,3.00200734799515,1
2016-17,2017,MIN,SAC,0,0.8567687647619155,18.368718215151095,1,,0.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,NOP,0,0.776761383554201,18.420812145318827,5,,-1.0,1.7276185262276766,1.7276185262276766,1
2016-17,2017,LAL,NOP,0,0.9521367192350925,18.420812145318827,1,,-1.0,0.4423223734445263,0.4423223734445263,0
2016-17,2017,NOP,NYK,0,0.9676939691385271,18.45365153427072,1,,0.0,-1.4175438066591992,1.4175438066591992,1
2016-17,2017,NOP,ORL,0,0.9617115154313889,18.459852898234377,3,,1.0,-0.33350316525419643,0.33350316525419643,0
2016-17,2017,NOP,PHI,0,0.8566301887931926,18.420812145318827,10,,1.0,4.071616255086331,4.071616255086331,1
2016-17,2017,NOP,PHX,0,0.8375895407343474,18.420812145318827,0,,1.0,2.026391912925562,2.026391912925562,1
2016-17,2017,NOP,POR,0,0.8939900369677096,18.53287279246101,3,,0.0,-1.423749472658614,1.423749472658614,0
2016-17,2017,NOP,SAC,1,0.9492396999034327,18.420812145318827,0,,0.0,-0.8214942985365846,0.8214942985365846,1
2016-17,2017,BKN,NYK,0,0.7516673063250985,18.45365153427072,6,,-1.0,-1.9962685040875074,1.9962685040875074,1
2016-17,2017,LAL,NYK,0,0.921376960999142,18.45365153427072,2,,-1.0,-3.281564656870658,3.281564656870658,0
2016-17,2017,NYK,ORL,0,0.9938178247483923,18.459852898234377,2,,1.0,0.4351788631495417,0.4351788631495417,1
2016-17,2017,NYK,PHI,0,0.8289558674771703,18.45365153427072,11,,1.0,-0.31341009515561036,0.31341009515561036,1
2016-17,2017,NYK,PHX,0,0.8105303471821368,18.45365153427072,1,,1.0,-2.427604867421917,2.427604867421917,1
2016-17,2017,NYK,POR,0,0.9238354949794395,18.53287279246101,2,,0.0,-5.147636502973798,5.147636502973798,0
2016-17,2017,NYK,SAC,0,0.918573532863417,18.45365153427072,1,,0.0,0.6357607520623155,0.6357607520623155,0
2016-17,2017,BKN,OKC,0,0.8509846467325773,18.329551262836,3,,-2.0,-2.863603250182739,2.863603250182739,1
2016-17,2017,DEN,OKC,0,0.8978362557744446,18.329551262836,1,,-1.0,-5.983531336112774,5.983531336112774,1
2016-17,2017,DET,OKC,0,0.837856488218707,18.50645970933469,2,,-1.0,-2.061259462328854,2.061259462328854,1
2016-17,2017,LAL,OKC,0,0.9586643728017534,18.371765503961278,1,,-2.0,-2.242916088029021,2.242916088029021,1
2016-17,2017,MIA,OKC,0,0.8965957480869986,18.438701451238334,0,,-1.0,-1.3473663101444586,1.3473663101444586,1
2016-17,2017,NOP,OKC,0,0.9127795507670292,18.420812145318827,2,,-1.0,-6.630838956898844,6.630838956898844,1
2016-17,2017,NYK,OKC,0,0.8832912664302282,18.45365153427072,3,,-1.0,-6.008765583069614,6.008765583069614,1
2016-17,2017,OKC,ORL,0,0.8778306050229421,18.459852898234377,5,,2.0,-3.018741626727744,3.018741626727744,1
2016-17,2017,OKC,PHI,0,0.9384852980912499,18.329551262836,8,,2.0,-3.967461822957504,3.967461822957504,1
2016-17,2017,OKC,PHX,0,0.9176252250946049,18.329551262836,2,,2.0,-1.3669604277887868,1.3669604277887868,1
2016-17,2017,OKC,POR,0,0.8160158243335858,18.53287279246101,5,,1.0,-4.108987934132161,4.108987934132161,1
2016-17,2017,OKC,SAC,0,0.9615901556370718,18.368718215151095,2,,1.0,-1.4410594969356443,1.4410594969356443,1
2016-17,2017,BKN,POR,0,0.6944169379987094,18.53287279246101,8,,-1.0,0.09671321635926411,0.09671321635926411,1
2016-17,2017,LAL,POR,0,0.8512007408272941,18.53287279246101,4,,-1.0,-3.8881676695117644,3.8881676695117644,1
2016-17,2017,ORL,POR,0,0.9295823358907147,18.53287279246101,0,,-1.0,-7.454519415130052,7.454519415130052,1
2016-17,2017,PHI,POR,0,0.7658188541468822,18.53287279246101,13,,-1.0,-1.0037469776132317,1.0037469776132317,1
2016-17,2017,PHX,POR,0,0.7487967044848662,18.53287279246101,3,,-1.0,-3.1179417498795385,3.1179417498795385,1
2016-17,2017,POR,SAC,0,0.8486108344078873,18.53287279246101,3,,0.0,-9.199591584641503,9.199591584641503,1
2016-17,2017,BKN,SAC,0,0.8182984588963376,18.368718215151095,5,,-1.0,2.104063911093495,2.104063911093495,1
2016-17,2017,LAL,SAC,0,0.9969573494298306,18.371765503961278,1,,-1.0,1.2357610398976306,1.2357610398976306,1
2016-17,2017,ORL,SAC,0,0.912894750301767,18.459852898234377,3,,-1.0,0.04294221961162181,0.04294221961162181,0
2016-17,2017,PHI,SAC,0,0.9024382238546688,18.368718215151095,10,,-1.0,3.7431594746366548,3.7431594746366548,1
2016-17,2017,PHX,SAC,0,0.8823793830152242,18.368718215151095,0,,-1.0,1.2831330659070725,1.2831330659070725,0
